userScreen_name	userLexiconScore	avg_isRT	avg_nUsers	avg_nLinks	avg_nHashtags	avg_nEmoticons	avg_nAllCap	avg_nEnlongatedW	avg_tweetLength	avg_wordLength	avg_nSingularP
12Kathryn14	1.72294831409	0.214413341275	0.762954139369	0.117927337701	0.15366289458	0.0345443716498	0.262060750447	0.0839785586659	8.0	4.13379986004	0.346039309113
12luke_h	-1.89821906212	0.115942028986	0.268115942029	0.0724637681159	0.166666666667	0.0	0.0869565217391	0.0	7.0	4.65138490926	0.224637681159
1Anna_Christina	2.46572570261	0.417325324059	0.472020233955	0.203920328802	0.304141637686	0.00284539993677	0.465380967436	0.0350932658868	8.0	4.62890476552	0.291495415745
1Kat72	-0.434755354573	0.0	0.00062015503876	0.691162790698	0.00341085271318	0.00372093023256	0.107596899225	0.00217054263566	3.0	4.70476563265	0.0303875968992
1sarahval1	0.185484205913	0.903245942572	0.18570536829	0.0	1.03776529338	0.0240324594257	0.562109862672	0.0321473158552	9.0	5.84642764691	0.0920724094881
1StephSheppard	-0.326628996607	0.0280759702725	0.138728323699	0.948802642444	0.124690338563	0.00578034682081	0.672997522709	0.0074318744839	9.0	4.26783322918	0.168455821635
2KChittum	-1.57049253877	0.141975308642	0.317901234568	0.17695473251	0.0895061728395	0.0	0.2170781893	0.0462962962963	7.0	4.24848228152	0.204732510288
360fitgym	-0.524315639651	0.0897475849174	0.62137737613	0.720785291368	1.42006855718	0.00592084761608	0.120909940792	0.00186974135245	10.0	5.17317178444	0.138360860081
44Forshage	6.42079298171	0.70325203252	0.459349593496	0.426829268293	0.0528455284553	0.0	0.59756097561	0.0284552845528	6.0	4.34517133956	0.142276422764
4CourtneyJones	1.90778957683	0.464864864865	0.0945945945946	0.197297297297	0.0567567567568	0.0	0.145945945946	0.00810810810811	6.0	4.35972754364	0.227027027027
4nchors4tSea	1.49711523394	0.173325830051	0.199774901519	0.181767023073	0.102419808666	0.0225098480585	0.292628024761	0.0483961733258	6.0	4.2744010291	0.420371412493
4w350m3219	1.38955402087	0.543873517787	0.147826086957	0.166007905138	0.135177865613	0.0181818181818	0.196837944664	0.0316205533597	8.0	4.34555203938	0.420553359684
518CoachD	-1.87812616197	0.494152046784	0.570175438596	0.210526315789	0.359649122807	0.0	0.426900584795	0.00292397660819	11.0	4.78662172673	0.0906432748538
5506_ian	-0.954817121116	0.996862252902	3.66677125824	0.0646375902102	0.45434577973	0.00470662064638	0.261060558519	0.0156887354879	3.0	4.81643940116	0.0156887354879
5diamondphoto	2.68866588426	0.0925666199158	0.241234221599	0.475455820477	2.26647966339	0.00140252454418	0.119214586255	0.0070126227209	11.0	5.39492621051	0.0687237026648
5flavorsboutiq	2.71103154735	0.0849323686694	0.37275872916	0.638565586662	0.380308273042	0.00975149418056	0.181818181818	0.0245360176156	10.0	4.49203685624	0.259201006606
5secondsof_leah	4.05681190007	0.161952129313	0.799502642213	0.212931302456	0.248989741996	0.00279763755051	0.615480261113	0.0351258936898	7.0	4.36167805036	0.297171277588
6abcadamjoseph	-0.697331612292	0.077729796422	0.78531770512	0.336212214682	0.153300431832	0.0234423195558	0.215916101172	0.0135718692165	10.0	4.61342034331	0.158852560148
896bfa6d3e70447	1.59563228678	0.619047619048	0.630952380952	0.0952380952381	0.654761904762	0.0357142857143	1.38095238095	0.107142857143	11.0	4.76025917927	0.0119047619048
96Vergin	2.22389151749	0.470899470899	0.44708994709	0.203703703704	0.227513227513	0.0167548500882	0.189594356261	0.0987654320988	6.0	4.5126135217	0.186948853616
aabowman98	1.82455950519	0.706533010716	0.27307293467	0.443484272382	0.0760456273764	0.0017283097131	0.401659177325	0.0314552367784	6.0	4.31587802313	0.195990321466
AaronJ_77	-0.00252805891148	0.00489875898106	0.0865447419987	0.464075767472	0.0734813847159	0.0160026126715	0.128347485304	0.0173089483997	6.0	3.81367408237	0.245264532985
AaronRailey	-0.605674570199	0.230840543881	0.30129789864	0.169962917182	0.322311495674	0.00154511742892	0.225587144623	0.00865265760198	9.0	4.54144097109	0.145550061805
aaronwind123	-3.53333687236	0.212518195051	0.767103347889	0.10480349345	0.0509461426492	0.0131004366812	0.25327510917	0.00582241630277	5.0	4.40780331374	0.244541484716
ABaggett99	-0.538143480347	0.246710526316	0.640625	0.210526315789	0.256578947368	0.00246710526316	0.264802631579	0.0180921052632	9.0	4.29784198324	0.271381578947
abbiebparish	0.271129042671	0.597222222222	0.222222222222	0.256944444444	0.152777777778	0.0	0.8125	0.0277777777778	7.0	4.30932594645	0.111111111111
abeebe95	-0.200938272776	0.0999377334994	0.6600249066	0.170921544209	0.0376712328767	0.0	0.247509339975	0.0174346201743	7.0	4.40188481675	0.381070983811
Abgail_Williams	1.53124806224	0.475409836066	0.44757191463	0.0906278997835	0.105784101454	0.00247448190535	0.44602536344	0.0488710176307	6.0	4.32315620594	0.318280235076
AbiAHolmes	2.19556152727	0.0977639105564	0.881955278211	0.122204888196	0.4373374935	0.00260010400416	0.0899635985439	0.110244409776	5.0	4.80657606313	0.174206968279
AbigailWark	4.23107457581	0.0543272267846	0.665824384081	0.191408717625	0.214150347442	0.334491471889	0.0925457991156	0.145293746052	9.0	4.20317321884	0.36228679722
AbliiMarshall	-0.234735392007	0.960839160839	0.387412587413	0.588811188811	0.871328671329	0.00699300699301	0.454545454545	0.0153846153846	9.0	4.85346563129	0.103496503497
Absent_T_GHOST	-1.09330962997	0.0	0.0	0.269372693727	0.0405904059041	0.0110701107011	0.317343173432	0.0110701107011	4.0	4.40605520926	0.0922509225092
acav12_TB	2.06592779466	0.342105263158	0.455200501253	0.0758145363409	0.0407268170426	0.00751879699248	0.192355889724	0.0269423558897	5.0	4.10837783892	0.347431077694
AceInCharlotte	0.53005761676	0.744078030655	0.619136089178	0.44449605202	0.537389688806	0.00232234091965	0.427775197399	0.00743149094287	10.0	4.69099913867	0.161170459824
AClarkk1996	2.48102522314	0.437539432177	0.550157728707	0.120189274448	0.0943217665615	0.000630914826498	0.316719242902	0.0287066246057	7.0	4.43283381192	0.277917981073
Adam1I	-1.25865218793	0.102301790281	0.95652173913	0.670076726343	0.0358056265985	0.00255754475703	0.324808184143	0.0076726342711	9.0	4.1301095378	0.639386189258
AdamBell_1	-1.44055885122	0.197107827727	0.72367180132	0.121031122289	0.195850361522	0.00188619930839	0.218799119774	0.0182332599811	6.0	4.56552986954	0.187991197737
AdamChrisStar	-0.388401254737	0.153178294574	0.654263565891	0.727751937984	0.563720930233	0.00186046511628	0.359379844961	0.0111627906977	9.0	4.6023326947	0.309147286822
AdamFreerun	-0.696829712992	0.409952606635	0.988151658768	0.367298578199	0.452606635071	0.0189573459716	0.511848341232	0.0402843601896	10.0	4.23155156102	0.127962085308
AdamHainline	-1.05082403596	0.894188250158	0.410296904611	0.553379658876	0.468730259002	0.00252684775742	0.455464308275	0.00347441566646	12.0	4.91550721628	0.0982312065698
adamjardine95	0.0476288131123	0.87706243934	0.14493691362	0.498867680362	0.0727919767066	0.00517631834358	0.269168553866	0.0320284697509	8.0	4.40322771574	0.0905855710126
AdamJayNarvali	-1.6682686399	0.013707165109	0.140809968847	0.260436137072	0.210591900312	0.00311526479751	0.296573208723	0.0267912772586	8.0	4.38014731673	0.340809968847
AdamJLowe	-0.526604601423	0.311926605505	0.665711009174	0.490825688073	0.306766055046	0.00286697247706	0.22247706422	0.0292431192661	8.0	4.53301606187	0.140481651376
AdamKAUZsports	-2.40488303566	0.410993129294	0.75952529669	0.1545908807	0.35821361649	0.000624609618988	0.59275452842	0.0128044971893	12.0	4.3060232824	0.0721424109931
Adampotts2	-1.88078882053	0.161555485299	0.706923806513	0.090104331331	0.129939930446	0.00347771103383	0.0527979766045	0.00853619981031	6.0	4.72874740204	0.131520708188
AdamSanto	0.762246596003	0.998124413879	0.342919662394	0.000937793060331	1.65614254455	0.00906533291654	0.6595811191	0.00468896530166	12.0	4.97908658709	0.141919349797
adamthomas742	-0.00556612398441	0.956460674157	0.384831460674	0.566011235955	0.839887640449	0.00702247191011	0.432584269663	0.0266853932584	9.0	4.79008240567	0.13904494382
AdamWSweeney	-1.37105174109	0.0907401672344	0.810467637039	0.0761845772685	0.0935274078662	0.000619386807061	0.156085475379	0.00619386807061	9.0	4.6024578541	0.116754413131
Adam_Sarson	-1.2506955497	0.0978564771668	0.705187946567	0.292016154085	0.0351040695868	0.0	0.136377757067	0.00341721031376	9.0	4.46203491562	0.1963342653
Adam_Vessy	1.56399356674	0.255665496329	0.697414618576	0.179699968082	0.0989466964571	0.00191509735078	0.443664219598	0.0347909352059	6.0	4.44815402734	0.258857325247
Adawg4ever	-1.66104356987	0.104651162791	0.453488372093	0.183139534884	0.406976744186	0.00290697674419	0.142441860465	0.0348837209302	8.0	4.59647266314	0.261627906977
adownsie	1.68953037556	0.389972144847	0.41504178273	0.178272980501	0.0724233983287	0.0	0.194986072423	0.0362116991643	6.0	4.35266821346	0.203342618384
Adrian_pena29	-0.94178994703	0.555697414619	0.45834663262	0.254388764762	0.0746887966805	0.00191509735078	0.317267794446	0.0264921800192	4.0	4.15646304421	0.147143313118
AerithG	0.75968083409	0.569302325581	0.631937984496	0.368992248062	0.398449612403	0.0226356589147	0.502945736434	0.0378294573643	9.0	4.34620808255	0.253643410853
Aesrhyale	1.89326883869	0.0170045781557	0.0405493786789	0.945716154349	0.262916939176	0.0156965336821	0.164813603663	0.0156965336821	8.0	4.27759459884	0.431654676259
agbrower1	0.862727085011	0.366459627329	0.732919254658	0.608695652174	0.347826086957	0.0	0.204968944099	0.0248447204969	8.0	4.58993902439	0.0993788819876
AHem_23	-0.491482482314	0.425665101721	0.37558685446	0.202816901408	0.169640062598	0.00156494522692	0.500469483568	0.0219092331768	6.0	4.47813780988	0.151486697966
AHindhaugh98	-1.34698473561	0.688087774295	0.391222570533	0.453605015674	0.223197492163	0.00156739811912	0.271473354232	0.0228840125392	7.0	4.66355375016	0.104702194357
AireServQuincy	-0.80472349517	0.000562113546936	0.00168634064081	0.911186059584	0.136593591906	0.00112422709387	0.228780213603	0.00505902192243	11.0	4.79072510261	0.0713884204609
airwaves822	-1.76229994208	0.605339105339	0.664862914863	0.323593073593	0.284992784993	0.000721500721501	0.295454545455	0.0104617604618	10.0	4.49715980136	0.123376623377
air_rapper	-1.32467261828	0.447704081633	0.538265306122	0.146364795918	0.244897959184	0.00286989795918	0.235650510204	0.0293367346939	7.0	4.45759533236	0.213966836735
Ajsilva479	-0.746850365298	0.111526479751	0.108411214953	0.801246105919	0.136448598131	0.000623052959502	0.202492211838	0.00623052959502	5.0	4.58694745621	0.153271028037
AJVillalpando_	-0.738609448012	0.485776805252	0.357299155986	0.155361050328	0.0903407314786	0.00187558612066	0.355423569866	0.0259456080025	7.0	4.32850940666	0.319162238199
